employee_id,first_name,last_name,gender,date_of_birth,hire_date,department,job_title,job_level,employment_type,education_level,marital_status,location,years_experience,manager_id
EMP0382,Lance,Johnson,Male,1988-05-15,2019-04-23,Customer Service,Customer Support Lead,Lead,Full-Time,Bachelor,Divorced,Jeddah,15,
EMP0383,Danielle,Oneal,Male,2000-10-23,2025-09-19,IT,Junior System Administrator,Entry Level,Full-Time,Bachelor,Single,London,2,
EMP0384,Benjamin,Garner,Male,1990-10-24,2023-06-08,Engineering,Senior Backend Developer,Senior,Full-Time,Bachelor,Single,Jeddah,10,
EMP0385,Wesley,Patterson,Male,1986-02-01,2024-05-25,Customer Service,Senior Customer Success Specialist,Senior,Full-Time,Bachelor,Married,London,9,
EMP0386,Andrew,Rodriguez,Male,1997-07-03,2016-04-02,Engineering,Junior Backend Developer,Entry Level,Full-Time,Bachelor,Single,Riyadh,2,
EMP0387,Erica,Cooper,Male,1970-02-09,2024-08-13,Customer Service,Customer Support Specialist,Mid Level,Part-Time,Master,Married,London,4,
EMP0388,Frank,Glass,Female,1994-03-25,2019-11-27,Operations,Operations Specialist,Mid Level,Full-Time,Diploma,Married,Riyadh,4,
EMP0389,Donald,Davis,Male,2003-02-25,2014-07-02,HR,HR Specialist,Mid Level,Full-Time,Bachelor,Married,London,3,
EMP0390,Benjamin,Crawford,Female,1995-03-12,2018-06-16,Legal,Senior Legal Advisor,Senior,Full-Time,Bachelor,Married,Riyadh,8,
EMP0391,Jennifer,Vargas,Female,1966-09-14,2025-06-20,Customer Service,Customer Service Manager,Manager,Full-Time,PhD,Married,Dubai,20,
EMP0392,Melvin,Morton,Male,2003-05-02,2014-04-01,Engineering,Software Engineer,Mid Level,Full-Time,Bachelor,Single,Riyadh,5,
EMP0393,Toni,Meyer,Female,1980-12-07,2022-07-03,Engineering,Senior Frontend Developer,Senior,Full-Time,Bachelor,Married,Dubai,11,
EMP0394,Reginald,Berry,Female,1993-12-27,2018-03-18,IT,IT Team Lead,Lead,Full-Time,Bachelor,Divorced,Dubai,13,
EMP0395,Barbara,Brown,Male,1977-06-24,2026-05-03,Operations,Operations Specialist,Mid Level,Full-Time,Master,Divorced,Riyadh,6,
EMP0396,Kimberly,Williams,Male,1979-02-01,2019-09-22,Sales,Sales Manager,Manager,Part-Time,Bachelor,Married,Riyadh,19,
EMP0397,Richard,Hamilton,Male,2003-01-08,2013-09-01,Engineering,Junior Frontend Developer,Entry Level,Full-Time,Bachelor,Married,Jeddah,2,
EMP0398,Christopher,Johnson,Female,1988-09-18,2022-03-04,Operations,Operations Lead,Lead,Full-Time,Bachelor,Single,London,14,
EMP0399,Michelle,Torres,Male,2001-07-23,2014-02-07,Engineering,Junior Data Engineer,Entry Level,Full-Time,Diploma,Single,Riyadh,1,
EMP0400,Richard,Holt,Male,2001-10-02,2020-09-30,Finance,Junior Accountant,Entry Level,Full-Time,Bachelor,Single,Riyadh,0,
EMP0401,Sheila,Sparks,Female,1993-09-17,2021-06-29,Engineering,Backend Developer,Mid Level,Full-Time,Bachelor,Married,Cairo,7,
EMP0402,Lee,Terrell,Female,1972-10-15,2021-06-06,Engineering,Junior Frontend Developer,Entry Level,Full-Time,Bachelor,Divorced,Cairo,0,
EMP0403,Jason,Graves,Male,1977-03-29,2020-08-25,Administration,Administration Lead,Lead,Part-Time,Master,Married,Jeddah,17,
EMP0404,Patricia,Marshall,Male,2003-04-28,2019-07-28,IT,Junior System Administrator,Entry Level,Full-Time,Bachelor,Divorced,Riyadh,2,
EMP0405,Olivia,Leon,Male,1971-10-31,2011-07-30,Finance,Accountant,Mid Level,Full-Time,Master,Married,Jeddah,3,
EMP0406,Amber,Garcia,Male,1969-01-02,2013-06-25,Engineering,Software Engineer,Mid Level,Full-Time,Bachelor,Divorced,Jeddah,7,
EMP0407,Brendan,Graves,Male,1986-03-14,2024-06-26,Engineering,Engineering Manager,Manager,Full-Time,Bachelor,Divorced,Jeddah,21,
EMP0408,Anna,Nelson,Male,1968-12-05,2014-07-11,Customer Service,Customer Support Lead,Lead,Part-Time,Bachelor,Married,London,18,
EMP0409,Christian,Henderson,Male,2000-07-03,2012-05-31,Marketing,SEO Specialist,Mid Level,Full-Time,Bachelor,Divorced,London,7,
EMP0410,Adam,Nguyen,Male,1979-07-06,2013-10-25,Engineering,Data Engineer,Mid Level,Full-Time,Master,Divorced,Riyadh,6,
EMP0411,David,Wallace,Female,1997-09-18,2016-11-16,Engineering,Senior Backend Developer,Senior,Full-Time,Bachelor,Divorced,London,11,
EMP0412,Tina,Meyer,Male,1975-12-03,2023-12-05,Marketing,Marketing Specialist,Mid Level,Full-Time,Bachelor,Divorced,Cairo,5,
EMP0413,Jose,Freeman,Female,1977-10-31,2012-09-25,Engineering,Software Engineer,Mid Level,Full-Time,Master,Divorced,Riyadh,4,
EMP0414,Marie,Mitchell,Male,1968-07-14,2022-02-01,Finance,Finance Manager,Manager,Full-Time,Bachelor,Married,London,22,
EMP0415,Ian,Ford,Female,1987-11-10,2012-01-20,Finance,Senior Accountant,Senior,Full-Time,Diploma,Divorced,Riyadh,11,
EMP0416,Amy,Allen,Male,1983-10-11,2021-03-02,Engineering,Engineering Manager,Manager,Full-Time,Bachelor,Single,London,25,
EMP0417,Desiree,Holmes,Female,1970-04-12,2017-12-21,Marketing,Marketing Manager,Manager,Full-Time,Bachelor,Married,Cairo,21,
EMP0418,Ryan,Hawkins,Male,1975-01-25,2023-12-22,Operations,Operations Specialist,Mid Level,Full-Time,Bachelor,Single,Dubai,7,
EMP0419,Carlos,Fisher,Female,1987-06-12,2020-01-10,Engineering,Senior Frontend Developer,Senior,Full-Time,Bachelor,Married,Jeddah,12,
EMP0420,Joseph,Butler,Female,1998-11-27,2025-12-20,Administration,Office Administrator,Mid Level,Full-Time,Master,Single,Dubai,7,
EMP0421,Cynthia,Shelton,Male,1998-08-19,2024-01-24,Engineering,Backend Developer,Mid Level,Full-Time,Master,Single,Cairo,3,
EMP0422,Virginia,Perry,Male,1992-12-18,2015-05-27,Customer Service,Senior Customer Success Specialist,Senior,Full-Time,Diploma,Single,Riyadh,8,
EMP0423,Jean,Carey,Female,1980-07-11,2011-08-21,Engineering,Junior Data Engineer,Entry Level,Full-Time,Master,Single,Riyadh,1,
EMP0424,Jeff,Jackson,Female,1985-06-28,2020-04-03,Sales,Sales Manager,Manager,Full-Time,Bachelor,Single,London,20,
EMP0425,Timothy,Woodard,Female,1984-03-13,2011-12-06,Sales,Sales Representative,Mid Level,Full-Time,Bachelor,Divorced,Dubai,6,
EMP0426,Katie,Gilmore,Male,1987-04-20,2013-06-28,Administration,Administration Manager,Manager,Full-Time,Bachelor,Married,Dubai,19,
EMP0427,Kara,Bishop,Male,1984-09-26,2024-07-22,Marketing,Marketing Lead,Lead,Full-Time,Bachelor,Married,London,18,
EMP0428,Taylor,Barry,Male,1986-02-05,2024-09-06,IT,IT Support Specialist,Mid Level,Part-Time,Diploma,Married,Jeddah,3,
EMP0429,Edwin,Holland,Male,2000-01-23,2017-04-17,Engineering,Backend Developer,Mid Level,Full-Time,Bachelor,Single,Cairo,6,
EMP0430,Karina,Cohen,Male,1972-02-05,2018-01-09,Sales,Sales Team Lead,Lead,Full-Time,Master,Single,London,17,
EMP0431,Danny,Johnson,Male,1993-04-08,2026-07-01,Customer Service,Customer Support Lead,Lead,Full-Time,Bachelor,Single,London,15,
EMP0432,Anna,Martinez,Male,1989-09-15,2023-11-10,Engineering,Engineering Lead,Lead,Full-Time,Bachelor,Married,Cairo,15,
EMP0433,Victor,Jackson,Male,1995-04-14,2022-08-12,IT,Senior Network Engineer,Senior,Full-Time,Bachelor,Married,Dubai,9,
EMP0434,Amanda,Harrison,Female,1994-02-16,2020-09-04,Engineering,Frontend Developer,Mid Level,Full-Time,Bachelor,Married,Riyadh,7,
EMP0435,Stephen,Lewis,Male,1983-10-05,2016-01-04,Engineering,Backend Developer,Mid Level,Part-Time,Master,Divorced,Riyadh,4,
EMP0436,John,Mccoy,Male,1977-01-31,2016-12-28,Finance,Junior Accountant,Entry Level,Full-Time,Bachelor,Married,Jeddah,2,
EMP0437,Margaret,Lopez,Male,2002-11-18,2022-10-03,HR,Junior HR Specialist,Entry Level,Full-Time,Diploma,Divorced,Jeddah,1,
EMP0438,Timothy,Adams,Female,1972-11-04,2020-09-20,Engineering,Junior Backend Developer,Entry Level,Full-Time,Master,Divorced,Dubai,0,
EMP0439,Virginia,Miller,Male,1983-07-30,2022-09-14,Engineering,Backend Developer,Mid Level,Full-Time,Bachelor,Single,Riyadh,7,
EMP0440,Todd,Wilson,Female,1971-06-29,2021-01-05,IT,IT Team Lead,Lead,Full-Time,Diploma,Single,London,14,
EMP0441,Richard,White,Male,1999-12-14,2014-07-15,Marketing,SEO Specialist,Mid Level,Part-Time,Bachelor,Single,Cairo,5,
EMP0442,Heather,Richardson,Male,1989-01-17,2025-04-05,IT,Senior System Administrator,Senior,Full-Time,PhD,Single,Jeddah,8,
EMP0443,David,Howell,Female,1979-04-04,2018-11-26,Administration,Administration Manager,Manager,Full-Time,Master,Married,Cairo,21,
EMP0444,Kathleen,Cochran,Female,1994-03-03,2024-02-07,IT,Senior Network Engineer,Senior,Full-Time,Diploma,Divorced,London,9,
EMP0445,Christopher,Brown,Male,1995-09-05,2013-11-13,Finance,Senior Financial Analyst,Senior,Full-Time,Bachelor,Married,London,9,
EMP0446,Timothy,Kim,Female,1974-11-03,2025-08-10,Customer Service,Customer Support Lead,Lead,Full-Time,Bachelor,Single,Cairo,13,
EMP0447,Heather,Morris,Female,1983-06-04,2013-09-18,Engineering,Engineering Lead,Lead,Part-Time,Master,Married,Jeddah,13,
EMP0448,Angela,Simmons,Male,2000-12-12,2024-05-19,IT,System Administrator,Mid Level,Full-Time,Bachelor,Married,Cairo,5,
EMP0449,Melissa,Wilkinson,Male,1970-11-20,2025-01-07,Marketing,Marketing Manager,Manager,Part-Time,Bachelor,Divorced,Jeddah,23,
EMP0450,Nathan,Clark,Male,1967-05-31,2018-02-01,Sales,Senior Sales Representative,Senior,Full-Time,Master,Married,Jeddah,10,
EMP0451,Rebecca,Blevins,Male,1970-10-29,2016-10-23,Engineering,Engineering Manager,Manager,Full-Time,Bachelor,Married,London,24,
EMP0452,Nicholas,Flores,Female,1972-07-01,2014-01-21,Operations,Operations Lead,Lead,Full-Time,Master,Divorced,Riyadh,13,
EMP0453,Christopher,Thompson,Female,1966-12-04,2026-05-13,IT,Senior System Administrator,Senior,Full-Time,Bachelor,Single,Jeddah,8,
EMP0454,Matthew,Sampson,Female,1979-12-28,2017-01-29,Customer Service,Customer Support Lead,Lead,Full-Time,Diploma,Divorced,Cairo,15,
EMP0455,Michelle,Ellis,Female,1982-06-27,2017-10-06,HR,Recruiter,Mid Level,Part-Time,Diploma,Married,London,5,
EMP0456,Ryan,Morrison,Female,1983-05-11,2019-02-02,Engineering,Tech Lead,Lead,Full-Time,Bachelor,Married,Jeddah,17,
EMP0457,Donald,Adams,Male,2003-07-29,2026-01-27,IT,Network Engineer,Mid Level,Full-Time,Bachelor,Married,Cairo,5,
EMP0458,Crystal,Walls,Female,1971-05-19,2021-07-22,Finance,Senior Financial Analyst,Senior,Full-Time,Bachelor,Divorced,Jeddah,8,
EMP0459,Eric,Brown,Male,1984-07-05,2024-10-11,Marketing,SEO Specialist,Mid Level,Full-Time,Bachelor,Single,Riyadh,3,
EMP0460,Jennifer,Marshall,Male,1992-05-05,2026-07-07,Sales,Sales Team Lead,Lead,Full-Time,Diploma,Divorced,Riyadh,13,
EMP0461,Rebecca,Bell,Male,1998-09-17,2015-09-17,Sales,Sales Representative,Mid Level,Full-Time,Master,Married,London,3,
EMP0462,Stacy,Brown,Male,1989-11-12,2013-12-21,IT,Senior Network Engineer,Senior,Full-Time,Bachelor,Married,Dubai,11,
EMP0463,Ernest,Cline,Male,1984-10-12,2013-09-10,Marketing,Junior Marketing Specialist,Entry Level,Full-Time,Bachelor,Divorced,London,2,
EMP0464,Kimberly,Ware,Female,1986-11-08,2014-01-08,Engineering,Backend Developer,Mid Level,Part-Time,Bachelor,Divorced,Riyadh,3,
EMP0465,Melissa,Davis,Female,1998-10-04,2016-11-06,Engineering,Senior Backend Developer,Senior,Full-Time,Bachelor,Married,Riyadh,9,
EMP0466,Rebecca,Blackwell,Male,2002-09-17,2014-06-29,Engineering,Backend Developer,Mid Level,Full-Time,Bachelor,Single,Dubai,3,
EMP0467,Rita,Estrada,Female,1971-02-02,2013-02-04,Engineering,Tech Lead,Lead,Part-Time,Master,Divorced,Cairo,15,
EMP0468,Kelly,Clark,Male,1993-05-25,2022-02-13,Engineering,Senior Data Engineer,Senior,Full-Time,Diploma,Single,London,9,
EMP0469,Nicholas,Walker,Female,1981-09-21,2022-12-04,IT,IT Manager,Manager,Full-Time,PhD,Divorced,Dubai,23,
EMP0470,John,Webb,Male,1971-02-08,2018-05-14,HR,Senior Recruiter,Senior,Full-Time,Bachelor,Single,Dubai,8,
EMP0471,Molly,Snyder,Female,1975-12-17,2024-01-24,Sales,Senior Account Executive,Senior,Full-Time,Bachelor,Married,London,8,
EMP0472,Karen,Proctor,Female,1988-09-24,2016-09-15,Engineering,Senior Data Engineer,Senior,Contract,Bachelor,Divorced,London,9,
EMP0473,Lauren,Morrow,Female,1976-01-07,2012-11-06,Engineering,Engineering Lead,Lead,Full-Time,Bachelor,Single,Dubai,16,
EMP0474,Gabriel,Mann,Male,2002-11-18,2013-10-09,Customer Service,Customer Success Specialist,Mid Level,Full-Time,Master,Divorced,Riyadh,6,
EMP0475,Sandra,Martinez,Male,2003-05-04,2020-09-25,Engineering,Data Engineer,Mid Level,Full-Time,Bachelor,Divorced,Jeddah,3,
EMP0476,Erica,Golden,Male,1975-05-25,2025-11-06,Operations,Operations Specialist,Mid Level,Full-Time,Bachelor,Single,Dubai,5,
EMP0477,Brianna,Lee,Male,1977-11-23,2021-07-23,Engineering,Engineering Manager,Manager,Full-Time,Master,Divorced,Riyadh,24,
EMP0478,Diane,Davidson,Male,1980-08-15,2024-10-28,Sales,Sales Manager,Manager,Full-Time,Bachelor,Divorced,London,19,
EMP0479,Paul,Campbell,Male,1990-10-03,2014-11-02,Sales,Senior Sales Representative,Senior,Full-Time,Bachelor,Divorced,London,10,
EMP0480,Jeremy,Nixon,Male,1981-03-11,2015-09-20,Engineering,Tech Lead,Lead,Full-Time,Bachelor,Single,Riyadh,16,
EMP0481,Scott,Hernandez,Female,2004-01-19,2019-03-23,Customer Service,Junior Customer Support,Entry Level,Full-Time,Master,Single,Riyadh,1,
EMP0482,Tyler,Maxwell,Male,1990-11-10,2021-12-01,Sales,Sales Team Lead,Lead,Full-Time,Master,Single,Dubai,13,
EMP0483,Charles,Ferguson,Male,1966-12-23,2017-04-24,IT,IT Team Lead,Lead,Full-Time,Bachelor,Divorced,London,14,
EMP0484,Edward,Mclean,Male,1975-11-12,2012-05-27,Engineering,Engineering Lead,Lead,Full-Time,Bachelor,Divorced,Jeddah,17,
EMP0485,Christopher,Valenzuela,Male,1976-04-29,2013-11-03,HR,HR Lead,Lead,Full-Time,Diploma,Single,Riyadh,18,
EMP0486,Sara,Miller,Male,1973-10-25,2022-02-27,Engineering,Junior Data Engineer,Entry Level,Full-Time,Bachelor,Divorced,London,1,
EMP0487,Anthony,Gardner,Male,1991-08-25,2016-08-26,Administration,Administration Lead,Lead,Full-Time,Bachelor,Single,London,17,
EMP0488,Christine,Gomez,Female,1997-12-26,2023-01-15,Finance,Senior Accountant,Senior,Full-Time,Bachelor,Married,Riyadh,8,
EMP0489,Nancy,Burke,Male,1979-11-01,2014-06-23,Marketing,Marketing Lead,Lead,Full-Time,Bachelor,Single,London,17,
EMP0490,Eric,Fleming,Male,1983-06-01,2019-05-29,Engineering,Engineering Manager,Manager,Full-Time,Diploma,Single,Jeddah,19,
EMP0491,Renee,Ritter,Female,2000-06-05,2024-05-18,Sales,Junior Sales Representative,Entry Level,Full-Time,Master,Divorced,Dubai,1,
EMP0492,Jason,Brennan,Male,1993-11-02,2020-07-08,Engineering,Backend Developer,Mid Level,Part-Time,Bachelor,Divorced,Cairo,5,
EMP0493,Joseph,Carroll,Male,1991-11-06,2025-04-22,Sales,Sales Team Lead,Lead,Full-Time,Bachelor,Divorced,London,14,
EMP0494,Douglas,Dunlap,Female,1969-08-23,2021-02-19,Operations,Operations Lead,Lead,Full-Time,Master,Single,Dubai,14,
EMP0495,Richard,Rhodes,Male,1972-11-24,2021-05-21,Legal,Legal Manager,Manager,Full-Time,Bachelor,Single,Dubai,20,
EMP0496,Mary,Williams,Male,1984-12-12,2022-06-27,Engineering,Engineering Manager,Manager,Full-Time,Bachelor,Divorced,Dubai,19,
EMP0497,Robin,Stein,Male,1988-04-15,2012-09-07,Engineering,Senior Backend Developer,Senior,Full-Time,Bachelor,Divorced,Jeddah,11,
EMP0498,Andrew,Cunningham,Male,1971-02-15,2013-01-10,Engineering,Junior Data Engineer,Entry Level,Full-Time,Bachelor,Married,Dubai,2,
EMP0499,Victoria,Preston,Female,1977-03-05,2024-07-21,Customer Service,Senior Customer Support Specialist,Senior,Full-Time,Master,Divorced,Jeddah,10,
EMP0500,Misty,Mckenzie,Male,1969-12-16,2016-04-04,Customer Service,Junior Customer Support,Entry Level,Full-Time,Bachelor,Single,London,0,
EMP0501,Susan,Simpson,Male,1987-10-09,2013-04-08,HR,Recruiter,Mid Level,Full-Time,Master,Divorced,Jeddah,6,
EMP0502,Veronica,Davis,Female,1972-11-10,2012-10-31,Engineering,Junior Frontend Developer,Entry Level,Full-Time,Bachelor,Single,Cairo,0,
EMP0503,Samantha,Kirby,Male,1970-03-20,2014-04-17,Engineering,Software Engineer,Mid Level,Full-Time,Bachelor,Divorced,Cairo,5,
EMP0504,Bonnie,Brown,Male,2001-09-05,2023-07-14,Customer Service,Customer Support Specialist,Mid Level,Full-Time,Bachelor,Single,Jeddah,7,
EMP0505,Zachary,Erickson,Male,1995-04-12,2018-04-28,Operations,Operations Specialist,Mid Level,Full-Time,Bachelor,Single,Riyadh,7,
EMP0506,Jacqueline,Jones,Male,1997-10-26,2023-10-13,Customer Service,Customer Support Specialist,Mid Level,Full-Time,Bachelor,Divorced,London,6,
EMP0507,Julia,Poole,Female,1978-07-05,2017-08-11,Engineering,Engineering Manager,Manager,Part-Time,Bachelor,Single,Dubai,25,
EMP0508,Lisa,Baker,Male,1972-07-14,2025-06-28,Engineering,Senior Backend Developer,Senior,Full-Time,Bachelor,Single,London,8,
EMP0509,Nicholas,Kelly,Female,1968-06-11,2023-12-12,IT,Senior IT Support Specialist,Senior,Part-Time,Diploma,Married,Dubai,9,
EMP0510,Judy,Cummings,Male,1985-09-11,2024-08-06,Sales,Sales Team Lead,Lead,Full-Time,Bachelor,Married,Riyadh,16,
EMP0511,Yolanda,Willis,Male,1985-07-03,2019-03-20,Customer Service,Customer Support Lead,Lead,Full-Time,Master,Divorced,Jeddah,18,
EMP0512,Donna,Wu,Male,2000-04-24,2023-03-03,Legal,Legal Advisor,Mid Level,Full-Time,Master,Divorced,Jeddah,6,
EMP0513,Scott,Ramos,Female,1967-11-16,2012-07-13,Engineering,Junior Backend Developer,Entry Level,Full-Time,Bachelor,Divorced,London,0,
EMP0514,Hannah,Banks,Male,2000-10-15,2017-06-28,Marketing,Junior SEO Specialist,Entry Level,Full-Time,Master,Married,Riyadh,1,
EMP0515,Jessica,Haynes,Female,1998-02-16,2014-02-20,Operations,Operations Specialist,Mid Level,Full-Time,PhD,Single,London,4,
EMP0516,Shelly,Park,Female,1967-02-24,2019-06-15,IT,IT Manager,Manager,Full-Time,Diploma,Single,Riyadh,22,
EMP0517,Kevin,Cummings,Male,1977-12-01,2017-02-18,Administration,Senior Office Administrator,Senior,Part-Time,Bachelor,Married,Riyadh,9,
EMP0518,Larry,Brown,Female,1988-08-30,2015-01-04,IT,Senior IT Support Specialist,Senior,Full-Time,Bachelor,Single,Riyadh,9,
EMP0519,Patricia,Medina,Female,1993-10-22,2012-10-30,Customer Service,Senior Customer Support Specialist,Senior,Full-Time,Master,Divorced,Dubai,12,
EMP0520,Eric,Stephens,Male,1971-04-14,2015-10-11,IT,System Administrator,Mid Level,Full-Time,Bachelor,Divorced,Riyadh,6,
EMP0521,Vincent,Archer,Male,1979-10-03,2024-07-06,Engineering,Tech Lead,Lead,Contract,Bachelor,Single,Dubai,13,
EMP0522,Angelica,Campbell,Male,1978-07-19,2020-04-27,Engineering,Tech Lead,Lead,Full-Time,Bachelor,Single,Riyadh,14,
EMP0523,Dana,Jenkins,Male,1971-08-03,2023-12-29,Engineering,Senior Data Engineer,Senior,Full-Time,Master,Divorced,Riyadh,10,
EMP0524,Michael,Romero,Female,1983-10-27,2016-04-27,IT,Junior System Administrator,Entry Level,Full-Time,Bachelor,Divorced,London,0,
EMP0525,Kimberly,Cook,Male,1986-08-21,2021-05-06,Finance,Accountant,Mid Level,Contract,PhD,Single,Riyadh,4,
EMP0526,Brandi,Lopez,Female,1988-06-22,2022-06-24,HR,HR Specialist,Mid Level,Full-Time,Bachelor,Divorced,London,7,
EMP0527,Katherine,Beck,Female,1980-12-05,2020-04-06,IT,Network Engineer,Mid Level,Contract,Bachelor,Married,Dubai,4,
EMP0528,Cynthia,Young,Male,1983-07-13,2023-06-03,Operations,Operations Manager,Manager,Full-Time,Master,Divorced,Jeddah,24,
EMP0529,Amanda,Clark,Male,1968-11-18,2022-05-07,Engineering,Engineering Lead,Lead,Full-Time,Bachelor,Single,Cairo,16,
EMP0530,Marcus,Ramirez,Male,2004-01-06,2025-06-12,IT,IT Support Specialist,Mid Level,Full-Time,Bachelor,Divorced,Cairo,4,
EMP0531,Jose,Jimenez,Male,1975-02-08,2019-01-14,Engineering,Engineering Manager,Manager,Full-Time,Master,Divorced,Dubai,20,
EMP0532,Mark,Hess,Female,1998-10-29,2021-10-01,Customer Service,Senior Customer Success Specialist,Senior,Full-Time,Master,Single,Jeddah,8,
EMP0533,Bailey,Jacobs,Female,1971-01-21,2017-07-29,Engineering,Senior Data Engineer,Senior,Part-Time,Bachelor,Divorced,Riyadh,12,
EMP0534,April,Lang,Male,1989-09-27,2023-10-31,Operations,Operations Lead,Lead,Full-Time,Bachelor,Married,Dubai,13,
EMP0535,Timothy,Hall,Male,1975-12-18,2015-05-15,Legal,Senior Legal Advisor,Senior,Full-Time,Bachelor,Married,Riyadh,8,
EMP0536,Ashlee,Guerrero,Male,1995-01-29,2014-02-25,HR,Senior HR Specialist,Senior,Part-Time,Master,Married,Cairo,9,
EMP0537,Yvonne,Smith,Male,1977-05-08,2022-12-16,Marketing,Content Specialist,Mid Level,Full-Time,Bachelor,Divorced,London,7,
EMP0538,David,Wheeler,Male,1984-08-16,2017-03-18,IT,Senior IT Support Specialist,Senior,Part-Time,Bachelor,Married,Dubai,8,
EMP0539,Darryl,Richardson,Female,1987-10-07,2024-06-14,Engineering,Senior Backend Developer,Senior,Full-Time,Bachelor,Divorced,Cairo,12,
EMP0540,Shannon,Richards,Male,2003-02-18,2015-07-03,Administration,Administrative Assistant,Entry Level,Part-Time,Diploma,Divorced,Dubai,2,
EMP0541,Andrew,Crawford,Male,1998-12-27,2025-06-26,Engineering,Backend Developer,Mid Level,Full-Time,Diploma,Married,London,3,
EMP0542,Kristine,Carpenter,Female,2000-05-08,2017-06-24,Engineering,Frontend Developer,Mid Level,Contract,Bachelor,Married,Dubai,4,
EMP0543,Jasmine,Barker,Female,1994-07-10,2026-01-12,IT,System Administrator,Mid Level,Full-Time,Master,Divorced,Cairo,5,
EMP0544,Deborah,Proctor,Female,1972-01-15,2017-06-15,HR,Senior Recruiter,Senior,Full-Time,Bachelor,Divorced,London,10,
EMP0545,Jason,Drake,Female,1971-12-14,2013-02-12,Finance,Junior Accountant,Entry Level,Full-Time,Diploma,Divorced,London,0,
EMP0546,Luke,Roberson,Male,1994-03-22,2013-09-03,Sales,Account Executive,Mid Level,Full-Time,Bachelor,Divorced,Dubai,5,
EMP0547,Samantha,Perry,Male,1994-04-12,2016-11-28,Operations,Senior Operations Specialist,Senior,Full-Time,Bachelor,Divorced,London,8,
EMP0548,Crystal,Mcclain,Female,1995-03-13,2015-02-20,Customer Service,Senior Customer Support Specialist,Senior,Full-Time,Bachelor,Divorced,Riyadh,9,
EMP0549,Vicki,Newman,Female,1986-09-12,2014-07-24,Administration,Administration Lead,Lead,Contract,Bachelor,Single,Jeddah,17,
EMP0550,Nathan,Carter,Male,1995-07-12,2018-04-16,Engineering,Software Engineer,Mid Level,Full-Time,Diploma,Married,Jeddah,6,
EMP0551,Tara,Rose,Male,1979-06-29,2020-05-15,Engineering,Engineering Lead,Lead,Full-Time,Bachelor,Single,London,15,
EMP0552,April,Myers,Female,1970-04-18,2023-08-31,Sales,Sales Manager,Manager,Full-Time,Master,Divorced,Riyadh,20,
EMP0553,Paul,Foster,Male,1975-07-26,2020-09-04,Customer Service,Customer Support Lead,Lead,Full-Time,Bachelor,Married,London,18,
EMP0554,Lisa,Pacheco,Male,1978-04-07,2014-08-09,Operations,Senior Operations Specialist,Senior,Full-Time,Diploma,Single,Jeddah,10,
EMP0555,Robert,Simon,Male,1990-09-15,2023-07-17,Marketing,Content Specialist,Mid Level,Full-Time,Bachelor,Married,Jeddah,6,
EMP0556,Juan,Salazar,Male,1997-10-19,2021-03-03,IT,Junior IT Support,Entry Level,Full-Time,Bachelor,Single,Riyadh,1,
EMP0557,Jason,Reynolds,Male,1968-12-23,2013-10-01,Sales,Junior Sales Representative,Entry Level,Full-Time,Bachelor,Divorced,London,0,
EMP0558,Jonathan,Smith,Male,1970-09-23,2017-05-19,Operations,Senior Operations Specialist,Senior,Full-Time,Diploma,Single,Dubai,10,
EMP0559,Timothy,Davis,Female,1988-07-02,2018-07-09,Engineering,Data Engineer,Mid Level,Full-Time,Bachelor,Married,Dubai,4,
EMP0560,Michael,Peterson,Male,1991-12-12,2025-09-26,Administration,Senior Office Administrator,Senior,Full-Time,Master,Single,Riyadh,9,
EMP0561,Barbara,Garcia,Female,1993-06-19,2013-10-02,Sales,Junior Sales Representative,Entry Level,Full-Time,Bachelor,Single,Cairo,0,
EMP0562,Kimberly,Thomas,Male,1997-08-23,2019-08-04,Sales,Account Executive,Mid Level,Full-Time,Bachelor,Single,Riyadh,5,
EMP0563,Christian,Morales,Female,1969-04-11,2017-04-12,Engineering,Senior Frontend Developer,Senior,Full-Time,Diploma,Divorced,Jeddah,10,
EMP0564,Robert,Wilson,Male,1999-04-02,2018-05-20,IT,Network Engineer,Mid Level,Full-Time,Master,Single,Jeddah,5,
EMP0565,Debbie,Rivera,Female,1977-07-11,2012-10-18,Engineering,Engineering Lead,Lead,Full-Time,Master,Single,Cairo,15,
EMP0566,Sierra,Rodriguez,Male,1971-06-20,2018-10-29,Customer Service,Junior Customer Support,Entry Level,Full-Time,Master,Divorced,Jeddah,0,
EMP0567,Marcus,Fleming,Male,1968-11-10,2019-10-26,Engineering,Engineering Manager,Manager,Full-Time,Bachelor,Divorced,Riyadh,21,
EMP0568,Daniel,Shelton,Male,1968-04-07,2017-09-17,Administration,Administration Manager,Manager,Full-Time,Bachelor,Divorced,Dubai,22,
EMP0569,Mary,Terry,Male,2002-12-03,2014-12-01,IT,System Administrator,Mid Level,Full-Time,Master,Single,Riyadh,4,
EMP0570,Adam,Wells,Male,1998-02-07,2012-08-18,Engineering,Senior Backend Developer,Senior,Full-Time,Master,Divorced,Cairo,10,
EMP0571,Richard,Rivera,Female,1974-03-18,2012-12-21,IT,Senior IT Support Specialist,Senior,Full-Time,Master,Single,Jeddah,9,
EMP0572,Robin,Jackson,Female,1988-04-01,2019-04-28,Legal,Legal Advisor,Mid Level,Full-Time,Master,Married,Riyadh,6,
